model,iso3,country_name,n,flips,flip_rate
qwen2.5,RWA,Rwanda,5,0,0.0
qwen2.5,SDN,Sudan,5,0,0.0
qwen2.5,SHN,"Saint Helena, Ascension and Tristan da Cunha",4,0,0.0
qwen2.5,SJM,Svalbard and Jan Mayen,8,0,0.0
qwen2.5,SLE,Sierra Leone,3,0,0.0
qwen2.5,SMR,San Marino,3,0,0.0
qwen2.5,STP,Sao Tome and Principe,4,0,0.0
qwen2.5,SVK,Slovakia,5,0,0.0
qwen2.5,SWE,Sweden,5,0,0.0
qwen2.5,SWZ,Eswatini,4,0,0.0
qwen2.5,TKM,Turkmenistan,3,0,0.0
qwen2.5,TTO,Trinidad and Tobago,3,0,0.0
qwen2.5,TUN,Tunisia,4,0,0.0
qwen2.5,TZA,"Tanzania, United Republic of",6,0,0.0
qwen2.5,VIR,"Virgin Islands, U.S.",3,0,0.0
qwen2.5,YEM,Yemen,3,0,0.0
qwen2.5,ZMB,Zambia,4,0,0.0
