model_key,iso3,country_name,bloc,region,a,b1p0,b0p1,d,n_total,n_discordant,p,effect_delta,effect_rate,rank_in_model,p_adj
chatgpt-4o,SGP,Singapore,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,191,0.7795918367346939
chatgpt-4o,SGS,South Georgia and the South Sandwich Islands,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,192,0.7836734693877551
chatgpt-4o,SHN,"Saint Helena, Ascension and Tristan da Cunha",Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,193,0.7877551020408163
chatgpt-4o,SJM,Svalbard and Jan Mayen,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,194,0.7918367346938775
chatgpt-4o,SLB,Solomon Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195,0.7959183673469388
chatgpt-4o,SLE,Sierra Leone,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,196,0.8
chatgpt-4o,SLV,El Salvador,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,197,0.8040816326530612
chatgpt-4o,SMR,San Marino,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,198,0.8081632653061225
chatgpt-4o,SOM,Somalia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,199,0.8122448979591836
chatgpt-4o,SPM,Saint Pierre and Miquelon,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,200,0.8163265306122449
chatgpt-4o,SRB,Serbia,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,201,0.8204081632653061
chatgpt-4o,SSD,South Sudan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,202,0.8244897959183674
chatgpt-4o,STP,Sao Tome and Principe,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203,0.8285714285714286
chatgpt-4o,SUR,Suriname,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204,0.8326530612244898
chatgpt-4o,SVK,Slovakia,EU,Europe,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,205,0.8367346938775511
chatgpt-4o,SVN,Slovenia,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,206,0.8408163265306122
chatgpt-4o,SWE,Sweden,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,207,0.8448979591836735
chatgpt-4o,SWZ,Eswatini,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,208,0.8489795918367347
chatgpt-4o,SXM,Sint Maarten (Dutch part),Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,209,0.8530612244897959
chatgpt-4o,SYC,Seychelles,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210,0.8571428571428571
chatgpt-4o,SYR,Syrian Arab Republic,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,211,0.8612244897959184
chatgpt-4o,TCA,Turks and Caicos Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212,0.8653061224489796
chatgpt-4o,TCD,Chad,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213,0.8693877551020408
chatgpt-4o,TGO,Togo,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214,0.8734693877551021
chatgpt-4o,THA,Thailand,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215,0.8775510204081632
chatgpt-4o,TJK,Tajikistan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216,0.8816326530612245
chatgpt-4o,TKL,Tokelau,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217,0.8857142857142857
chatgpt-4o,TKM,Turkmenistan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218,0.889795918367347
chatgpt-4o,TLS,Timor-Leste,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219,0.8938775510204081
chatgpt-4o,TON,Tonga,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220,0.8979591836734694
chatgpt-4o,TTO,Trinidad and Tobago,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221,0.9020408163265307
chatgpt-4o,TUN,Tunisia,Other,Africa,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,222,0.9061224489795918
chatgpt-4o,TUR,Türkiye,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,223,0.9102040816326531
chatgpt-4o,TUV,Tuvalu,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,224,0.9142857142857143
chatgpt-4o,TWN,"Taiwan, Province of China",Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225,0.9183673469387755
chatgpt-4o,TZA,"Tanzania, United Republic of",Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,226,0.9224489795918367
chatgpt-4o,UGA,Uganda,Other,Africa,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,227,0.926530612244898
chatgpt-4o,UKR,Ukraine,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,228,0.9306122448979591
chatgpt-4o,UMI,United States Minor Outlying Islands,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,229,0.9346938775510204
chatgpt-4o,URY,Uruguay,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230,0.9387755102040817
chatgpt-4o,USA,United States,FiveEyes,North America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231,0.9428571428571428
chatgpt-4o,UZB,Uzbekistan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232,0.9469387755102041
chatgpt-4o,VAT,Holy See (Vatican City State),Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,233,0.9510204081632653
chatgpt-4o,VCT,Saint Vincent and the Grenadines,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234,0.9551020408163265
chatgpt-4o,VEN,"Venezuela, Bolivarian Republic of",Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235,0.9591836734693877
chatgpt-4o,VGB,"Virgin Islands, British",Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236,0.963265306122449
chatgpt-4o,VIR,"Virgin Islands, U.S.",Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,237,0.9673469387755103
chatgpt-4o,VNM,Viet Nam,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,238,0.9714285714285714
chatgpt-4o,VUT,Vanuatu,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239,0.9755102040816327
chatgpt-4o,WLF,Wallis and Futuna,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,240,0.9795918367346939
chatgpt-4o,WSM,Samoa,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,241,0.9836734693877551
chatgpt-4o,YEM,Yemen,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242,0.9877551020408163
chatgpt-4o,ZAF,South Africa,BRICS,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,243,0.9918367346938776
chatgpt-4o,ZMB,Zambia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,244,0.9959183673469387
chatgpt-4o,ZWE,Zimbabwe,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,245,1.0
claude-sonnet-4,ABW,Aruba,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.004081632653061225
claude-sonnet-4,AFG,Afghanistan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.00816326530612245
claude-sonnet-4,AGO,Angola,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0.012244897959183673
claude-sonnet-4,AIA,Anguilla,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,0.0163265306122449
claude-sonnet-4,ALA,Åland Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0.02040816326530612
claude-sonnet-4,ALB,Albania,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0.024489795918367346
claude-sonnet-4,AND,Andorra,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0.02857142857142857
claude-sonnet-4,ARE,United Arab Emirates,GCC,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,0.0326530612244898
claude-sonnet-4,ARG,Argentina,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,0.036734693877551024
claude-sonnet-4,ARM,Armenia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.04081632653061224
claude-sonnet-4,ASM,American Samoa,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,0.044897959183673466
claude-sonnet-4,ATA,Antarctica,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,0.04897959183673469
claude-sonnet-4,ATF,French Southern Territories,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13,0.053061224489795916
claude-sonnet-4,ATG,Antigua and Barbuda,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,0.05714285714285714
claude-sonnet-4,AUS,Australia,FiveEyes,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,0.061224489795918366
claude-sonnet-4,AUT,Austria,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,0.0653061224489796
claude-sonnet-4,AZE,Azerbaijan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,0.06938775510204082
claude-sonnet-4,BDI,Burundi,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,0.07346938775510205
claude-sonnet-4,BEL,Belgium,EU,Europe,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,19,0.07755102040816327
claude-sonnet-4,BES,"Bonaire, Sint Eustatius and Saba",Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,0.08163265306122448
claude-sonnet-4,BFA,Burkina Faso,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,0.08571428571428572
claude-sonnet-4,BGD,Bangladesh,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,0.08979591836734693
claude-sonnet-4,BGR,Bulgaria,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,0.09387755102040816
claude-sonnet-4,BHR,Bahrain,GCC,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,24,0.09795918367346938
claude-sonnet-4,BHS,Bahamas,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.10204081632653061
claude-sonnet-4,BIH,Bosnia and Herzegovina,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,26,0.10612244897959183
claude-sonnet-4,BLM,Saint Barthélemy,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,0.11020408163265306
claude-sonnet-4,BLR,Belarus,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,28,0.11428571428571428
claude-sonnet-4,BLZ,Belize,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,0.11836734693877551
claude-sonnet-4,BMU,Bermuda,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,0.12244897959183673
claude-sonnet-4,BOL,"Bolivia, Plurinational State of",Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,0.12653061224489795
claude-sonnet-4,BRA,Brazil,BRICS,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,0.1306122448979592
claude-sonnet-4,BRB,Barbados,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,0.1346938775510204
claude-sonnet-4,BRN,Brunei Darussalam,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,34,0.13877551020408163
claude-sonnet-4,BTN,Bhutan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,0.14285714285714285
claude-sonnet-4,BVT,Bouvet Island,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,0.1469387755102041
claude-sonnet-4,CAF,Central African Republic,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,0.1510204081632653
claude-sonnet-4,CCK,Cocos (Keeling) Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,0.15510204081632653
claude-sonnet-4,CHE,Switzerland,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,0.15918367346938775
claude-sonnet-4,CHL,Chile,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40,0.16326530612244897
claude-sonnet-4,CHN,China,BRICS,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,0.1673469387755102
claude-sonnet-4,CIV,Côte d'Ivoire,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,0.17142857142857143
claude-sonnet-4,CMR,Cameroon,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,43,0.17551020408163265
claude-sonnet-4,COD,"Congo, The Democratic Republic of the",Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,44,0.17959183673469387
claude-sonnet-4,COG,Congo,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,0.1836734693877551
claude-sonnet-4,COK,Cook Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,0.18775510204081633
claude-sonnet-4,COL,Colombia,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,0.19183673469387755
claude-sonnet-4,COM,Comoros,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48,0.19591836734693877
claude-sonnet-4,CPV,Cabo Verde,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,0.2
claude-sonnet-4,CRI,Costa Rica,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50,0.20408163265306123
claude-sonnet-4,CUB,Cuba,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,0.20816326530612245
claude-sonnet-4,CUW,Curaçao,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,52,0.21224489795918366
claude-sonnet-4,CXR,Christmas Island,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,0.2163265306122449
claude-sonnet-4,CYM,Cayman Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,0.22040816326530613
claude-sonnet-4,CYP,Cyprus,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,0.22448979591836735
claude-sonnet-4,CZE,Czechia,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56,0.22857142857142856
claude-sonnet-4,DEU,Germany,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,0.23265306122448978
claude-sonnet-4,DJI,Djibouti,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,0.23673469387755103
claude-sonnet-4,DMA,Dominica,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,0.24081632653061225
claude-sonnet-4,DNK,Denmark,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60,0.24489795918367346
claude-sonnet-4,DOM,Dominican Republic,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61,0.24897959183673468
claude-sonnet-4,DZA,Algeria,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62,0.2530612244897959
claude-sonnet-4,ECU,Ecuador,Other,South America,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,63,0.2571428571428571
claude-sonnet-4,EGY,Egypt,Other,Africa,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,64,0.2612244897959184
claude-sonnet-4,ERI,Eritrea,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,65,0.2653061224489796
claude-sonnet-4,ESH,Western Sahara,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,0.2693877551020408
claude-sonnet-4,ESP,Spain,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,0.27346938775510204
claude-sonnet-4,EST,Estonia,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68,0.27755102040816326
claude-sonnet-4,ETH,Ethiopia,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69,0.2816326530612245
claude-sonnet-4,FIN,Finland,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,0.2857142857142857
claude-sonnet-4,FJI,Fiji,Other,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,0.2897959183673469
claude-sonnet-4,FLK,Falkland Islands (Malvinas),Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,0.2938775510204082
claude-sonnet-4,FRA,France,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,0.2979591836734694
claude-sonnet-4,FRO,Faroe Islands,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,74,0.3020408163265306
claude-sonnet-4,FSM,"Micronesia, Federated States of",Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,75,0.30612244897959184
claude-sonnet-4,GAB,Gabon,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76,0.31020408163265306
claude-sonnet-4,GBR,United Kingdom,FiveEyes,Europe,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,77,0.3142857142857143
claude-sonnet-4,GEO,Georgia,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,78,0.3183673469387755
claude-sonnet-4,GGY,Guernsey,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79,0.3224489795918367
claude-sonnet-4,GHA,Ghana,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,0.32653061224489793
claude-sonnet-4,GIB,Gibraltar,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,0.3306122448979592
claude-sonnet-4,GIN,Guinea,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82,0.3346938775510204
claude-sonnet-4,GMB,Gambia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,0.33877551020408164
claude-sonnet-4,GNB,Guinea-Bissau,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,84,0.34285714285714286
claude-sonnet-4,GNQ,Equatorial Guinea,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,0.3469387755102041
claude-sonnet-4,GRC,Greece,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86,0.3510204081632653
claude-sonnet-4,GRD,Grenada,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,87,0.3551020408163265
claude-sonnet-4,GRL,Greenland,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,88,0.35918367346938773
claude-sonnet-4,GTM,Guatemala,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,0.363265306122449
claude-sonnet-4,GUF,French Guiana,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90,0.3673469387755102
claude-sonnet-4,GUM,Guam,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,0.37142857142857144
claude-sonnet-4,GUY,Guyana,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92,0.37551020408163266
claude-sonnet-4,HKG,Hong Kong,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,0.3795918367346939
claude-sonnet-4,HMD,Heard Island and McDonald Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94,0.3836734693877551
claude-sonnet-4,HND,Honduras,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,0.3877551020408163
claude-sonnet-4,HRV,Croatia,EU,Europe,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,96,0.39183673469387753
claude-sonnet-4,HTI,Haiti,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97,0.39591836734693875
claude-sonnet-4,HUN,Hungary,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,0.4
claude-sonnet-4,IDN,Indonesia,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,0.40408163265306124
claude-sonnet-4,IMN,Isle of Man,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,0.40816326530612246
claude-sonnet-4,IND,India,BRICS,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,0.4122448979591837
claude-sonnet-4,IOT,British Indian Ocean Territory,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102,0.4163265306122449
claude-sonnet-4,IRL,Ireland,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103,0.4204081632653061
claude-sonnet-4,IRN,"Iran, Islamic Republic of",Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104,0.42448979591836733
claude-sonnet-4,IRQ,Iraq,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105,0.42857142857142855
claude-sonnet-4,ISL,Iceland,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,106,0.4326530612244898
claude-sonnet-4,ISR,Israel,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,0.43673469387755104
claude-sonnet-4,ITA,Italy,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108,0.44081632653061226
claude-sonnet-4,JAM,Jamaica,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109,0.4448979591836735
claude-sonnet-4,JEY,Jersey,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,110,0.4489795918367347
claude-sonnet-4,JOR,Jordan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,0.4530612244897959
claude-sonnet-4,JPN,Japan,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112,0.45714285714285713
claude-sonnet-4,KAZ,Kazakhstan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,0.46122448979591835
claude-sonnet-4,KEN,Kenya,Other,Africa,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,114,0.46530612244897956
claude-sonnet-4,KGZ,Kyrgyzstan,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,115,0.46938775510204084
claude-sonnet-4,KHM,Cambodia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116,0.47346938775510206
claude-sonnet-4,KIR,Kiribati,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,0.4775510204081633
claude-sonnet-4,KNA,Saint Kitts and Nevis,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,118,0.4816326530612245
claude-sonnet-4,KOR,"Korea, Republic of",Other,Asia,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,119,0.4857142857142857
claude-sonnet-4,KWT,Kuwait,GCC,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,120,0.4897959183673469
claude-sonnet-4,LAO,Lao People's Democratic Republic,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121,0.49387755102040815
claude-sonnet-4,LBN,Lebanon,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122,0.49795918367346936
claude-sonnet-4,LBR,Liberia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,0.5020408163265306
claude-sonnet-4,LBY,Libya,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,124,0.5061224489795918
claude-sonnet-4,LCA,Saint Lucia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,0.5102040816326531
claude-sonnet-4,LIE,Liechtenstein,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,0.5142857142857142
claude-sonnet-4,LKA,Sri Lanka,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127,0.5183673469387755
claude-sonnet-4,LSO,Lesotho,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128,0.5224489795918368
claude-sonnet-4,LTU,Lithuania,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129,0.5265306122448979
claude-sonnet-4,LUX,Luxembourg,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,130,0.5306122448979592
claude-sonnet-4,LVA,Latvia,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,0.5346938775510204
claude-sonnet-4,MAC,Macao,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132,0.5387755102040817
