model_key,iso3,country_name,bloc,region,a,b1p0,b0p1,d,n_total,n_discordant,p,effect_delta,effect_rate,rank_in_model,p_adj
chatgpt-4o,MHL,Marshall Islands,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,180,0.7228915662650602
chatgpt-4o,MKD,North Macedonia,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,181,0.7269076305220884
chatgpt-4o,MLI,Mali,Other,Other,3.0,3.0,2.0,7.0,15.0,5.0,1.0,-1.0,-0.06666666666666667,182,0.7309236947791165
chatgpt-4o,MLT,Malta,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,183,0.7349397590361446
chatgpt-4o,MNG,Mongolia,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,184,0.7389558232931727
chatgpt-4o,MNP,Northern Mariana Islands,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,185,0.7429718875502008
chatgpt-4o,MSR,Montserrat,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,186,0.7469879518072289
chatgpt-4o,MTQ,Martinique,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,187,0.751004016064257
chatgpt-4o,MUS,Mauritius,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,188,0.7550200803212851
chatgpt-4o,MWI,Malawi,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,189,0.7590361445783133
chatgpt-4o,MYS,Malaysia,Other,Asia,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,190,0.7630522088353414
chatgpt-4o,MYT,Mayotte,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,191,0.7670682730923695
chatgpt-4o,NAM,Namibia,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,192,0.7710843373493976
chatgpt-4o,NCL,New Caledonia,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,193,0.7751004016064257
chatgpt-4o,NFK,Norfolk Island,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,194,0.7791164658634538
chatgpt-4o,NGA,Nigeria,Other,Africa,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,195,0.7831325301204819
chatgpt-4o,NIU,Niue,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,196,0.7871485943775101
chatgpt-4o,NLD,Netherlands,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,197,0.7911646586345381
chatgpt-4o,NOR,Norway,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,198,0.7951807228915663
chatgpt-4o,NPL,Nepal,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,199,0.7991967871485943
chatgpt-4o,NRU,Nauru,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,200,0.8032128514056225
chatgpt-4o,NZL,New Zealand,FiveEyes,Oceania,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,201,0.8072289156626506
chatgpt-4o,PAK,Pakistan,Other,Asia,2.0,4.0,5.0,4.0,15.0,9.0,1.0,1.0,0.06666666666666667,202,0.8112449799196787
chatgpt-4o,PAN,Panama,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,203,0.8152610441767069
chatgpt-4o,PCN,Pitcairn,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,204,0.8192771084337349
chatgpt-4o,PER,Peru,Other,South America,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,205,0.8232931726907631
chatgpt-4o,PHL,Philippines,Other,Asia,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,206,0.8273092369477911
chatgpt-4o,PLW,Palau,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,207,0.8313253012048193
chatgpt-4o,PNG,Papua New Guinea,Other,Oceania,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,208,0.8353413654618473
chatgpt-4o,POL,Poland,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,209,0.8393574297188755
chatgpt-4o,PRI,Puerto Rico,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,210,0.8433734939759037
chatgpt-4o,PRT,Portugal,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,211,0.8473895582329317
chatgpt-4o,PRY,Paraguay,Other,South America,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,212,0.8514056224899599
chatgpt-4o,PYF,French Polynesia,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,213,0.8554216867469879
chatgpt-4o,QAT,Qatar,GCC,Asia,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,214,0.8594377510040161
chatgpt-4o,REU,Réunion,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,215,0.8634538152610441
chatgpt-4o,ROU,Romania,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,216,0.8674698795180723
chatgpt-4o,SAU,Saudi Arabia,GCC,Asia,3.0,3.0,2.0,7.0,15.0,5.0,1.0,-1.0,-0.06666666666666667,217,0.8714859437751004
chatgpt-4o,SGP,Singapore,Other,Asia,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,218,0.8755020080321285
chatgpt-4o,SHN,"Saint Helena, Ascension and Tristan da Cunha",Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,219,0.8795180722891566
chatgpt-4o,SJM,Svalbard and Jan Mayen,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,220,0.8835341365461847
chatgpt-4o,SLB,Solomon Islands,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,221,0.8875502008032129
chatgpt-4o,SLE,Sierra Leone,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,222,0.891566265060241
chatgpt-4o,SMR,San Marino,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,223,0.8955823293172691
chatgpt-4o,SPM,Saint Pierre and Miquelon,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,224,0.8995983935742972
chatgpt-4o,STP,Sao Tome and Principe,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,225,0.9036144578313253
chatgpt-4o,SUR,Suriname,Other,South America,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,226,0.9076305220883534
chatgpt-4o,SVK,Slovakia,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,227,0.9116465863453815
chatgpt-4o,SVN,Slovenia,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,228,0.9156626506024096
chatgpt-4o,SWE,Sweden,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,229,0.9196787148594378
chatgpt-4o,SWZ,Eswatini,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,230,0.9236947791164659
chatgpt-4o,SXM,Sint Maarten (Dutch part),Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,231,0.927710843373494
chatgpt-4o,TKL,Tokelau,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,232,0.9317269076305221
chatgpt-4o,TLS,Timor-Leste,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,233,0.9357429718875502
chatgpt-4o,TTO,Trinidad and Tobago,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,234,0.9397590361445783
chatgpt-4o,TUN,Tunisia,Other,Africa,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,235,0.9437751004016064
chatgpt-4o,TUV,Tuvalu,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,236,0.9477911646586346
chatgpt-4o,TWN,"Taiwan, Province of China",Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,237,0.9518072289156626
chatgpt-4o,UMI,United States Minor Outlying Islands,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,238,0.9558232931726908
chatgpt-4o,URY,Uruguay,Other,South America,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,239,0.9598393574297188
chatgpt-4o,USA,United States,FiveEyes,North America,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,240,0.963855421686747
chatgpt-4o,VAT,Holy See (Vatican City State),Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,241,0.9678714859437751
chatgpt-4o,VCT,Saint Vincent and the Grenadines,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,242,0.9718875502008032
chatgpt-4o,VGB,"Virgin Islands, British",Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,243,0.9759036144578314
chatgpt-4o,VIR,"Virgin Islands, U.S.",Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,244,0.9799196787148594
chatgpt-4o,VUT,Vanuatu,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,245,0.9839357429718876
chatgpt-4o,WLF,Wallis and Futuna,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,246,0.9879518072289156
chatgpt-4o,ZAF,South Africa,BRICS,Africa,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,247,0.9919678714859438
chatgpt-4o,ZMB,Zambia,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,248,0.9959839357429718
chatgpt-4o,ZWE,Zimbabwe,Other,Other,3.0,3.0,2.0,7.0,15.0,5.0,1.0,-1.0,-0.06666666666666667,249,1.0
claude-sonnet-4,AFG,Afghanistan,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,1,1.5687751004016063e-05
claude-sonnet-4,BLR,Belarus,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,2,3.1375502008032126e-05
claude-sonnet-4,CUB,Cuba,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,3,4.7063253012048195e-05
claude-sonnet-4,ERI,Eritrea,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,4,6.275100401606425e-05
claude-sonnet-4,ESH,Western Sahara,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,5,7.843875502008032e-05
claude-sonnet-4,IOT,British Indian Ocean Territory,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,6,9.412650602409639e-05
claude-sonnet-4,IRN,"Iran, Islamic Republic of",Other,Asia,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,7,0.00010981425702811245
claude-sonnet-4,IRQ,Iraq,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,8,0.0001255020080321285
claude-sonnet-4,LBY,Libya,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,9,0.00014118975903614457
claude-sonnet-4,MMR,Myanmar,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,10,0.00015687751004016064
claude-sonnet-4,PRK,"Korea, Democratic People's Republic of",Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,11,0.0001725652610441767
claude-sonnet-4,RUS,Russian Federation,BRICS,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,12,0.00018825301204819278
claude-sonnet-4,SDN,Sudan,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,13,0.00020394076305220882
claude-sonnet-4,SOM,Somalia,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,14,0.0002196285140562249
claude-sonnet-4,SSD,South Sudan,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,15,0.00023531626506024096
claude-sonnet-4,SYR,Syrian Arab Republic,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,16,0.000251004016064257
claude-sonnet-4,TJK,Tajikistan,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,17,0.0002666917670682731
claude-sonnet-4,TKM,Turkmenistan,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,18,0.00028237951807228914
claude-sonnet-4,VEN,"Venezuela, Bolivarian Republic of",Other,South America,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,19,0.00029806726907630524
claude-sonnet-4,YEM,Yemen,Other,Other,6.0,0.0,9.0,0.0,15.0,9.0,0.00390625,9.0,0.6,20,0.0003137550200803213
claude-sonnet-4,CAF,Central African Republic,Other,Other,6.0,0.0,8.0,1.0,15.0,8.0,0.0078125,8.0,0.5333333333333333,21,0.0006588855421686747
claude-sonnet-4,CHN,China,BRICS,Asia,6.0,0.0,8.0,1.0,15.0,8.0,0.0078125,8.0,0.5333333333333333,22,0.0006902610441767068
claude-sonnet-4,MAC,Macao,Other,Other,6.0,0.0,8.0,1.0,15.0,8.0,0.0078125,8.0,0.5333333333333333,23,0.0007216365461847389
claude-sonnet-4,PAK,Pakistan,Other,Asia,6.0,0.0,8.0,1.0,15.0,8.0,0.0078125,8.0,0.5333333333333333,24,0.0007530120481927711
claude-sonnet-4,SGS,South Georgia and the South Sandwich Islands,Other,Other,6.0,0.0,8.0,1.0,15.0,8.0,0.0078125,8.0,0.5333333333333333,25,0.0007843875502008032
claude-sonnet-4,AZE,Azerbaijan,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,26,0.0016315261044176706
claude-sonnet-4,COD,"Congo, The Democratic Republic of the",Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,27,0.001694277108433735
claude-sonnet-4,COG,Congo,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,28,0.0017570281124497991
claude-sonnet-4,DJI,Djibouti,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,29,0.0018197791164658635
claude-sonnet-4,GNQ,Equatorial Guinea,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,30,0.0018825301204819277
claude-sonnet-4,HKG,Hong Kong,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,31,0.0019452811244979919
claude-sonnet-4,KAZ,Kazakhstan,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,32,0.002008032128514056
claude-sonnet-4,KGZ,Kyrgyzstan,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,33,0.0020707831325301206
claude-sonnet-4,LAO,Lao People's Democratic Republic,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,34,0.002133534136546185
claude-sonnet-4,LBN,Lebanon,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,35,0.002196285140562249
claude-sonnet-4,MLI,Mali,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,36,0.002259036144578313
claude-sonnet-4,NER,Niger,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,37,0.0023217871485943773
claude-sonnet-4,PSE,"Palestine, State of",Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,38,0.002384538152610442
claude-sonnet-4,SJM,Svalbard and Jan Mayen,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,39,0.002447289156626506
claude-sonnet-4,TCD,Chad,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,40,0.0025100401606425703
claude-sonnet-4,UZB,Uzbekistan,Other,Other,6.0,0.0,7.0,2.0,15.0,7.0,0.015625,7.0,0.4666666666666667,41,0.0025727911646586344
claude-sonnet-4,DZA,Algeria,Other,Africa,6.0,0.0,6.0,3.0,15.0,6.0,0.03125,6.0,0.4,42,0.005271084337349397
claude-sonnet-4,GIN,Guinea,Other,Other,6.0,0.0,6.0,3.0,15.0,6.0,0.03125,6.0,0.4,43,0.005396586345381526
claude-sonnet-4,GNB,Guinea-Bissau,Other,Other,6.0,0.0,6.0,3.0,15.0,6.0,0.03125,6.0,0.4,44,0.005522088353413655
claude-sonnet-4,MYT,Mayotte,Other,Other,6.0,0.0,6.0,3.0,15.0,6.0,0.03125,6.0,0.4,45,0.005647590361445783
claude-sonnet-4,ATF,French Southern Territories,Other,Other,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,46,0.011546184738955823
claude-sonnet-4,COM,Comoros,Other,Other,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,47,0.01179718875502008
claude-sonnet-4,MRT,Mauritania,Other,Other,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,48,0.012048192771084338
claude-sonnet-4,NCL,New Caledonia,Other,Other,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,49,0.012299196787148595
claude-sonnet-4,OMN,Oman,GCC,Asia,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,50,0.012550200803212851
claude-sonnet-4,QAT,Qatar,GCC,Asia,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,51,0.012801204819277108
claude-sonnet-4,SAU,Saudi Arabia,GCC,Asia,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,52,0.013052208835341365
claude-sonnet-4,UKR,Ukraine,Other,Other,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,53,0.013303212851405623
claude-sonnet-4,ZWE,Zimbabwe,Other,Other,6.0,0.0,5.0,4.0,15.0,5.0,0.0625,5.0,0.3333333333333333,54,0.01355421686746988
claude-sonnet-4,BFA,Burkina Faso,Other,Other,6.0,0.0,4.0,5.0,15.0,4.0,0.125,4.0,0.26666666666666666,55,0.027610441767068273
claude-sonnet-4,BHR,Bahrain,GCC,Asia,6.0,0.0,4.0,5.0,15.0,4.0,0.125,4.0,0.26666666666666666,56,0.028112449799196786
claude-sonnet-4,CXR,Christmas Island,Other,Other,6.0,0.0,4.0,5.0,15.0,4.0,0.125,4.0,0.26666666666666666,57,0.0286144578313253
claude-sonnet-4,HMD,Heard Island and McDonald Islands,Other,Other,6.0,0.0,4.0,5.0,15.0,4.0,0.125,4.0,0.26666666666666666,58,0.029116465863453816
claude-sonnet-4,AGO,Angola,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,59,0.05923694779116466
claude-sonnet-4,AIA,Anguilla,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,60,0.060240963855421686
claude-sonnet-4,ARE,United Arab Emirates,GCC,Asia,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,61,0.06124497991967871
claude-sonnet-4,BDI,Burundi,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,62,0.06224899598393574
claude-sonnet-4,BES,"Bonaire, Sint Eustatius and Saba",Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,63,0.06325301204819277
claude-sonnet-4,CMR,Cameroon,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,64,0.0642570281124498
claude-sonnet-4,CYM,Cayman Islands,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,65,0.06526104417670683
claude-sonnet-4,EGY,Egypt,Other,Africa,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,66,0.06626506024096386
claude-sonnet-4,ETH,Ethiopia,Other,Africa,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,67,0.06726907630522089
claude-sonnet-4,GEO,Georgia,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,68,0.06827309236947791
claude-sonnet-4,GMB,Gambia,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,69,0.06927710843373494
claude-sonnet-4,GUF,French Guiana,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,70,0.07028112449799197
claude-sonnet-4,JOR,Jordan,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,71,0.071285140562249
claude-sonnet-4,KHM,Cambodia,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,72,0.07228915662650602
claude-sonnet-4,KWT,Kuwait,GCC,Asia,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,73,0.07329317269076305
claude-sonnet-4,LBR,Liberia,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,74,0.07429718875502007
claude-sonnet-4,MDA,"Moldova, Republic of",Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,75,0.07530120481927711
claude-sonnet-4,MHL,Marshall Islands,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,76,0.07630522088353414
claude-sonnet-4,NIC,Nicaragua,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,77,0.07730923694779117
claude-sonnet-4,NRU,Nauru,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,78,0.0783132530120482
claude-sonnet-4,PCN,Pitcairn,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,79,0.07931726907630522
claude-sonnet-4,PLW,Palau,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,80,0.08032128514056225
claude-sonnet-4,SLB,Solomon Islands,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,81,0.08132530120481928
claude-sonnet-4,SLE,Sierra Leone,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,82,0.0823293172690763
claude-sonnet-4,SWZ,Eswatini,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,83,0.08333333333333333
claude-sonnet-4,TCA,Turks and Caicos Islands,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,84,0.08433734939759036
claude-sonnet-4,TKL,Tokelau,Other,Other,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,85,0.0853413654618474
claude-sonnet-4,TUN,Tunisia,Other,Africa,6.0,0.0,3.0,6.0,15.0,3.0,0.25,3.0,0.2,86,0.08634538152610442
claude-sonnet-4,ARM,Armenia,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,87,0.1746987951807229
claude-sonnet-4,ATG,Antigua and Barbuda,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,88,0.17670682730923695
claude-sonnet-4,BEN,Benin,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,89,0.178714859437751
claude-sonnet-4,BGD,Bangladesh,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,90,0.18072289156626506
claude-sonnet-4,BLM,Saint Barthélemy,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,91,0.1827309236947791
claude-sonnet-4,CCK,Cocos (Keeling) Islands,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,92,0.18473895582329317
claude-sonnet-4,CIV,Côte d'Ivoire,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,93,0.18674698795180722
claude-sonnet-4,CUW,Curaçao,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,94,0.18875502008032127
claude-sonnet-4,DMA,Dominica,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,95,0.19076305220883535
claude-sonnet-4,GAB,Gabon,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,96,0.1927710843373494
claude-sonnet-4,HND,Honduras,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,97,0.19477911646586346
claude-sonnet-4,KIR,Kiribati,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,98,0.19678714859437751
claude-sonnet-4,MNE,Montenegro,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,99,0.19879518072289157
claude-sonnet-4,MOZ,Mozambique,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,100,0.20080321285140562
claude-sonnet-4,PYF,French Polynesia,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,101,0.20281124497991967
claude-sonnet-4,SPM,Saint Pierre and Miquelon,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,102,0.20481927710843373
claude-sonnet-4,SRB,Serbia,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,103,0.20682730923694778
claude-sonnet-4,STP,Sao Tome and Principe,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,104,0.20883534136546184
claude-sonnet-4,SUR,Suriname,Other,South America,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,105,0.21084337349397592
claude-sonnet-4,TGO,Togo,Other,Other,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,106,0.21285140562248997
claude-sonnet-4,TUR,Türkiye,Other,Asia,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,107,0.21485943775100402
claude-sonnet-4,TZA,"Tanzania, United Republic of",Other,Africa,6.0,0.0,2.0,7.0,15.0,2.0,0.5,2.0,0.13333333333333333,108,0.21686746987951808
